PROC_NAME
XR PORT ABDOMEN DECUB
XR PORT ABDOMEN SINGLE VIEW AP
"XR PORT ANKLE 2 VIEWS, LT"
"XR PORT ANKLE 2 VIEWS, RT"
"XR PORT ANKLE 3 V MIN, LT"
"XR PORT ANKLE 3 V MIN, RT"
XR PORT CERVICAL SPINE  1 VIEW
XR PORT CERVICAL SPINE 2 OR 3 VIEWS
XR PORT CHEST 1V
XR PORT CHEST 1V LINE ADJUSTMENT
XR PORT CHEST 1V LINE PLCMNT - INITIAL ONLY
XR PORT CHEST DECUB
"XR PORT ELBOW 2 VIEWS, LT"
"XR PORT ELBOW 2 VIEWS, RT"
"XR PORT ELBOW 3 VIEWS MIN, LT"
"XR PORT ELBOW 3 VIEWS MIN, RT"
"XR PORT FEMUR 1 VIEW, LT"
"XR PORT FEMUR 1 VIEW, RT"
"XR PORT FEMUR 2 VIEWS MIN, LT"
"XR PORT FEMUR 2 VIEWS MIN, RT"
"XR PORT FOOT 2 VIEWS, LT"
"XR PORT FOOT 2 VIEWS, RT"
"XR PORT FOOT 3 VIEWS MIN, LT"
"XR PORT FOOT 3 VIEWS MIN, RT"
"XR PORT FOREARM 1 VIEW, RT"
"XR PORT FOREARM 2  VIEWS, LT"
"XR PORT FOREARM 2  VIEWS, RT"
"XR PORT HAND 2 VIEWS, LT"
"XR PORT HAND 2 VIEWS, RT"
"XR PORT HAND 3 VIEWS MIN, RT"
"XR PORT HIP 1 VIEW, LT"
"XR PORT HIP 1 VIEW, RT"
"XR PORT HIP 1V, LT W/PELVIS"
"XR PORT HIP 1V, RT W/PELVIS"
"XR PORT HIP 2-3V, LT"
"XR PORT HIP 2-3V, LT W/PELVIS"
"XR PORT HIP 2-3V, RT"
"XR PORT HIP 2-3V, RT W/PELVIS"
XR PORT HIPS BIL 2V W/AP PELVIS
"XR PORT HUMERUS 1V, LT"
"XR PORT HUMERUS 1V, RT"
"XR PORT HUMERUS 2 VIEWS MIN, LT"
"XR PORT HUMERUS 2 VIEWS MIN, RT"
"XR PORT KNEE 1 OR 2 VIEWS, LT"
"XR PORT KNEE 1 OR 2 VIEWS, RT"
XR PORT LUMBAR SPINE 1 VIEW
XR PORT LUMBAR SPINE 2 OR 3 VIEWS
XR PORT NECK SOFT TISSUE
XR PORT PELVIS 1 OR 2 VIEWS
"XR PORT SHOULDER 1 VIEW, LT"
"XR PORT SHOULDER 1 VIEW, RT"
"XR PORT SHOULDER 2 VIEWS MIN, LT"
"XR PORT SHOULDER 2 VIEWS MIN, RT"
XR PORT SKULL 1-3 VIEWS
XR PORT THORACIC SPINE 1 VIEW
XR PORT THORACIC SPINE 2 VIEWS
"XR PORT TIBIA/FIBULA 2 VIEWS, LT"
"XR PORT TIBIA/FIBULA 2 VIEWS, RT"
"XR PORT WRIST 2 VIEWS, LT"
"XR PORT WRIST 2 VIEWS, RT"
"XR PORT WRIST 3 VIEWS MIN, LT"
"XR PORT WRIST 3 VIEWS MIN, RT"
XR RFO PORT ABDOMEN 1 VIEW
XR RFO PORT CERVICAL SPINE 1 VIEW
XR RFO PORT CHEST 1 VIEW
"XR RFO PORT FEMUR 1 VIEW, LT"
"XR RFO PORT FEMUR 1 VIEW, RT"
"XR RFO PORT FEMUR 2 VIEWS MIN, LT"
"XR RFO PORT FOREARM 1 VIEW, LT"
"XR RFO PORT FOREARM 1 VIEW, RT"
"XR RFO PORT FOREARM 2  VIEWS, LT"
"XR RFO PORT SHOULDER 1 VIEW, LT"
XR RFO PORT SKULL 1-3 VIEWS
"XR RFO PORT TIBIA/FIBULA 1 VIEW, LT"
"XR RFO PORT TIBIA/FIBULA 1 VIEW, RT"
"XR RIBS 3 VIEWS MIN, BIL"
XR SACRUM COCCYX 2 VIEWS MIN
"XR SHOULDER 2 VIEWS MIN, LT"
"XR SHOULDER 2 VIEWS MIN, RT"
XR SHUNT SERIES
XR SKULL 1-3 VIEWS
XR SMALL BOWEL FOLLOW THROUGH
"XR SPINE SURVEY STANDING, 2-3VIEWS"
"XR SPINE SURVEY, 2-3 VIEWS"
XR THORACIC SPINE 2 VIEWS
XR THORACIC SPINE 3 VIEWS
XR THORACOLUMBAR 2 VIEWS
"XR THORACOLUMBAR STANDING, 2 VIEWS"
"XR TIBIA/FIBULA 2 VIEWS, LT"
"XR TIBIA/FIBULA 2 VIEWS, RT"
XR UGI SINGLE CONTRAST
XR UGI SINGLE CONTRAST W SBFT
XR UGI W KUB
XR URETHROCSTOGRAM VOIDING
"XR WRIST 3 VIEWS MIN, RT"
